Gene,PMID,Evidence
MMP2,32503225,"Moreover, pentadecanoic acid reduced the stemness of MCF-7/SC and suppressed the migratory and invasive ability of MCF-7/SC as evidenced by the results of flow cytometry, a mammosphere formation assay, an aldehyde dehydrogenase activity assay, and Western blot experiments conducted to analyze the expression of cancer stem cell markers-CD44, Î²-catenin, MDR1, and MRP1-and epithelial-mesenchymal transition (EMT) markers-snail, slug, MMP9, and MMP2."
MMP9,32503225,"Moreover, pentadecanoic acid reduced the stemness of MCF-7/SC and suppressed the migratory and invasive ability of MCF-7/SC as evidenced by the results of flow cytometry, a mammosphere formation assay, an aldehyde dehydrogenase activity assay, and Western blot experiments conducted to analyze the expression of cancer stem cell markers-CD44, Î²-catenin, MDR1, and MRP1-and epithelial-mesenchymal transition (EMT) markers-snail, slug, MMP9, and MMP2."
STAT3,32606754,"Brevilin A, a Natural Sesquiterpene Lactone Inhibited the Growth of Triple-Negative Breast Cancer Cells via Akt/mTOR and STAT3 Signaling Pathways."
MMP2,32672134,"TAH extracts also decreased the protein expression of p-Her2, p-ERK1/2, VEGF, MMP2, MMP9, and uPA (Pâ€‰<â€‰0.01)."
MMP2,32672134,"The mRNA expression levels of VEGF, MMP2, MMP9, and uPA were reduced after TAH extracts intervention (Pâ€‰<â€‰0.01)."
MMP9,32672134,"TAH extracts also decreased the protein expression of p-Her2, p-ERK1/2, VEGF, MMP2, MMP9, and uPA (Pâ€‰<â€‰0.01)."
MMP9,32672134,"The mRNA expression levels of VEGF, MMP2, MMP9, and uPA were reduced after TAH extracts intervention (Pâ€‰<â€‰0.01)."
STAT3,32696667,"Antitumor Activity of Ethanolic Extract from Thymbra Spicata L. aerial Parts: Effects on Cell Viability and Proliferation, Apoptosis Induction, STAT3, and NF-kB Signaling."
EMT,32724475,Conclusion: Natural compound emodin suppresses EMT and CSC formation of breast cancer cells by blocking TGF-Î²1-mediated crosstalk between TAMs and breast cancer cells.
EMT,32724475,"Since tumor-associated macrophages (TAMs) also affect epithelial mesenchymal-transition (EMT) and cancer stem cell (CSC) formation, here we aimed to test if emodin as a neoadjuvant therapy halts breast cancer metastasis by attenuating TAM-induced EMT and CSC formation of breast cancer cells."
BAK,32763415,"EM-EA extract might activate apoptosis in A549Â cells through both extrinsic and intrinsic signaling pathways by causing a 1.55-fold increase in BID, 3.65-fold increase in BAK and 3.11-fold decrease in BCL-2 expression level."
BID,32763415,"EM-EA extract might activate apoptosis in A549Â cells through both extrinsic and intrinsic signaling pathways by causing a 1.55-fold increase in BID, 3.65-fold increase in BAK and 3.11-fold decrease in BCL-2 expression level."
BCL-2,32763415,"EM-EA extract might activate apoptosis in A549Â cells through both extrinsic and intrinsic signaling pathways by causing a 1.55-fold increase in BID, 3.65-fold increase in BAK and 3.11-fold decrease in BCL-2 expression level."
PCNA,32763415,The significant downregulation of PCNA mRNA level induced by EM-EA/PE extracts contributed to the cell-growth restraint.
EMT,32768952,Our goal is to identify potential YAP/TAZ inhibitors from naturally derivative molecules and further study its effects on inhibiting EMT and metastasis of TNBC.
CDKN1A,32792843,"In addition, the most pro-apoptotic extracts, ASD and ML, up-regulated the expression of pro-apoptotic Bax, tumor suppressor TP53 genes and the cyclin inhibitor CDKN1A gene."
TP53,32792843,"In addition, the most pro-apoptotic extracts, ASD and ML, up-regulated the expression of pro-apoptotic Bax, tumor suppressor TP53 genes and the cyclin inhibitor CDKN1A gene."
VEGFA,32944400,"Methods: We used a cell-based seryl tRNA synthetase (SerRS) promoter-driven dual-luciferase reporter system to screen an in-house library of 384 naturally occurring small molecules and their derivatives to find candidate molecules that could upregulate the expression of SerRS, a potent transcriptional repressor of VEGFA."
